sample_id,stem,av_key,wav_path,actor_id,split,emotion_code,label_id,label_name,intensity_code,statement_code,repetition_code
03-01-01-01-02-02-03,03-01-01-01-02-02-03,01-01-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-02-02-03.wav,3,train,01,0,neutral,01,02,02
03-01-02-01-01-01-03,03-01-02-01-01-01-03,01-02-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-01-03.wav,3,train,02,1,calm,01,01,01
03-01-02-01-01-02-03,03-01-02-01-01-02-03,01-02-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav,3,train,02,1,calm,01,01,02
03-01-02-01-02-01-03,03-01-02-01-02-01-03,01-02-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav,3,train,02,1,calm,01,02,01
03-01-02-01-02-02-03,03-01-02-01-02-02-03,01-02-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-02-03.wav,3,train,02,1,calm,01,02,02
03-01-02-02-01-01-03,03-01-02-02-01-01-03,01-02-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav,3,train,02,1,calm,02,01,01
03-01-02-02-01-02-03,03-01-02-02-01-02-03,01-02-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav,3,train,02,1,calm,02,01,02
03-01-02-02-02-01-03,03-01-02-02-02-01-03,01-02-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav,3,train,02,1,calm,02,02,01
03-01-02-02-02-02-03,03-01-02-02-02-02-03,01-02-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav,3,train,02,1,calm,02,02,02
03-01-03-01-01-01-03,03-01-03-01-01-01-03,01-03-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-01-03.wav,3,train,03,2,happy,01,01,01
03-01-03-01-01-02-03,03-01-03-01-01-02-03,01-03-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-01-02-03.wav,3,train,03,2,happy,01,01,02
03-01-03-01-02-01-03,03-01-03-01-02-01-03,01-03-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-01-03.wav,3,train,03,2,happy,01,02,01
03-01-03-01-02-02-03,03-01-03-01-02-02-03,01-03-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-01-02-02-03.wav,3,train,03,2,happy,01,02,02
03-01-03-02-01-01-03,03-01-03-02-01-01-03,01-03-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-01-03.wav,3,train,03,2,happy,02,01,01
03-01-03-02-01-02-03,03-01-03-02-01-02-03,01-03-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-01-02-03.wav,3,train,03,2,happy,02,01,02
03-01-03-02-02-01-03,03-01-03-02-02-01-03,01-03-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav,3,train,03,2,happy,02,02,01
03-01-03-02-02-02-03,03-01-03-02-02-02-03,01-03-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav,3,train,03,2,happy,02,02,02
03-01-04-01-01-01-03,03-01-04-01-01-01-03,01-04-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-01-03.wav,3,train,04,3,sad,01,01,01
03-01-04-01-01-02-03,03-01-04-01-01-02-03,01-04-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-01-02-03.wav,3,train,04,3,sad,01,01,02
03-01-04-01-02-01-03,03-01-04-01-02-01-03,01-04-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-01-03.wav,3,train,04,3,sad,01,02,01
03-01-04-01-02-02-03,03-01-04-01-02-02-03,01-04-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav,3,train,04,3,sad,01,02,02
03-01-04-02-01-01-03,03-01-04-02-01-01-03,01-04-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-01-03.wav,3,train,04,3,sad,02,01,01
03-01-04-02-01-02-03,03-01-04-02-01-02-03,01-04-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-01-02-03.wav,3,train,04,3,sad,02,01,02
03-01-04-02-02-01-03,03-01-04-02-02-01-03,01-04-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-01-03.wav,3,train,04,3,sad,02,02,01
03-01-04-02-02-02-03,03-01-04-02-02-02-03,01-04-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-02-02-02-03.wav,3,train,04,3,sad,02,02,02
03-01-05-01-01-01-03,03-01-05-01-01-01-03,01-05-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-01-03.wav,3,train,05,4,angry,01,01,01
03-01-05-01-01-02-03,03-01-05-01-01-02-03,01-05-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav,3,train,05,4,angry,01,01,02
03-01-05-01-02-01-03,03-01-05-01-02-01-03,01-05-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav,3,train,05,4,angry,01,02,01
03-01-05-01-02-02-03,03-01-05-01-02-02-03,01-05-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav,3,train,05,4,angry,01,02,02
03-01-05-02-01-01-03,03-01-05-02-01-01-03,01-05-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-01-03.wav,3,train,05,4,angry,02,01,01
03-01-05-02-01-02-03,03-01-05-02-01-02-03,01-05-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-01-02-03.wav,3,train,05,4,angry,02,01,02
03-01-05-02-02-01-03,03-01-05-02-02-01-03,01-05-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-01-03.wav,3,train,05,4,angry,02,02,01
03-01-05-02-02-02-03,03-01-05-02-02-02-03,01-05-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-02-02-02-03.wav,3,train,05,4,angry,02,02,02
03-01-06-01-01-01-03,03-01-06-01-01-01-03,01-06-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-01-03.wav,3,train,06,5,fearful,01,01,01
03-01-06-01-01-02-03,03-01-06-01-01-02-03,01-06-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-01-02-03.wav,3,train,06,5,fearful,01,01,02
03-01-06-01-02-01-03,03-01-06-01-02-01-03,01-06-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-01-03.wav,3,train,06,5,fearful,01,02,01
03-01-06-01-02-02-03,03-01-06-01-02-02-03,01-06-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-01-02-02-03.wav,3,train,06,5,fearful,01,02,02
03-01-06-02-01-01-03,03-01-06-02-01-01-03,01-06-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-01-03.wav,3,train,06,5,fearful,02,01,01
03-01-06-02-01-02-03,03-01-06-02-01-02-03,01-06-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-02-03.wav,3,train,06,5,fearful,02,01,02
03-01-06-02-02-01-03,03-01-06-02-02-01-03,01-06-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-01-03.wav,3,train,06,5,fearful,02,02,01
03-01-06-02-02-02-03,03-01-06-02-02-02-03,01-06-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-02-03.wav,3,train,06,5,fearful,02,02,02
03-01-07-01-01-01-03,03-01-07-01-01-01-03,01-07-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-01-03.wav,3,train,07,6,disgust,01,01,01
03-01-07-01-01-02-03,03-01-07-01-01-02-03,01-07-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-01-02-03.wav,3,train,07,6,disgust,01,01,02
03-01-07-01-02-01-03,03-01-07-01-02-01-03,01-07-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-01-03.wav,3,train,07,6,disgust,01,02,01
03-01-07-01-02-02-03,03-01-07-01-02-02-03,01-07-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-01-02-02-03.wav,3,train,07,6,disgust,01,02,02
03-01-07-02-01-01-03,03-01-07-02-01-01-03,01-07-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-01-03.wav,3,train,07,6,disgust,02,01,01
03-01-07-02-01-02-03,03-01-07-02-01-02-03,01-07-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-02-03.wav,3,train,07,6,disgust,02,01,02
03-01-07-02-02-01-03,03-01-07-02-02-01-03,01-07-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-01-03.wav,3,train,07,6,disgust,02,02,01
03-01-07-02-02-02-03,03-01-07-02-02-02-03,01-07-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-02-02-03.wav,3,train,07,6,disgust,02,02,02
03-01-08-01-01-01-03,03-01-08-01-01-01-03,01-08-01-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-01-03.wav,3,train,08,7,surprise,01,01,01
03-01-08-01-01-02-03,03-01-08-01-01-02-03,01-08-01-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-01-02-03.wav,3,train,08,7,surprise,01,01,02
03-01-08-01-02-01-03,03-01-08-01-02-01-03,01-08-01-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-01-03.wav,3,train,08,7,surprise,01,02,01
03-01-08-01-02-02-03,03-01-08-01-02-02-03,01-08-01-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-02-03.wav,3,train,08,7,surprise,01,02,02
03-01-08-02-01-01-03,03-01-08-02-01-01-03,01-08-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-01-03.wav,3,train,08,7,surprise,02,01,01
03-01-08-02-01-02-03,03-01-08-02-01-02-03,01-08-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-02-03.wav,3,train,08,7,surprise,02,01,02
03-01-08-02-02-01-03,03-01-08-02-02-01-03,01-08-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-01-03.wav,3,train,08,7,surprise,02,02,01
03-01-08-02-02-02-03,03-01-08-02-02-02-03,01-08-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-02-02-03.wav,3,train,08,7,surprise,02,02,02
03-01-01-01-01-01-04,03-01-01-01-01-01-04,01-01-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-01-04.wav,4,train,01,0,neutral,01,01,01
03-01-01-01-01-02-04,03-01-01-01-01-02-04,01-01-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-02-04.wav,4,train,01,0,neutral,01,01,02
03-01-01-01-02-01-04,03-01-01-01-02-01-04,01-01-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-01-04.wav,4,train,01,0,neutral,01,02,01
03-01-01-01-02-02-04,03-01-01-01-02-02-04,01-01-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-02-04.wav,4,train,01,0,neutral,01,02,02
03-01-02-01-01-01-04,03-01-02-01-01-01-04,01-02-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-01-04.wav,4,train,02,1,calm,01,01,01
03-01-02-01-01-02-04,03-01-02-01-01-02-04,01-02-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-01-02-04.wav,4,train,02,1,calm,01,01,02
03-01-02-01-02-01-04,03-01-02-01-02-01-04,01-02-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-01-04.wav,4,train,02,1,calm,01,02,01
03-01-02-01-02-02-04,03-01-02-01-02-02-04,01-02-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-02-04.wav,4,train,02,1,calm,01,02,02
03-01-02-02-01-01-04,03-01-02-02-01-01-04,01-02-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-01-04.wav,4,train,02,1,calm,02,01,01
03-01-02-02-01-02-04,03-01-02-02-01-02-04,01-02-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-02-04.wav,4,train,02,1,calm,02,01,02
03-01-02-02-02-01-04,03-01-02-02-02-01-04,01-02-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-01-04.wav,4,train,02,1,calm,02,02,01
03-01-02-02-02-02-04,03-01-02-02-02-02-04,01-02-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-02-04.wav,4,train,02,1,calm,02,02,02
03-01-03-01-01-01-04,03-01-03-01-01-01-04,01-03-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-01-04.wav,4,train,03,2,happy,01,01,01
03-01-03-01-01-02-04,03-01-03-01-01-02-04,01-03-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav,4,train,03,2,happy,01,01,02
03-01-03-01-02-01-04,03-01-03-01-02-01-04,01-03-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-01-04.wav,4,train,03,2,happy,01,02,01
03-01-03-01-02-02-04,03-01-03-01-02-02-04,01-03-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-02-02-04.wav,4,train,03,2,happy,01,02,02
03-01-03-02-01-01-04,03-01-03-02-01-01-04,01-03-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-01-04.wav,4,train,03,2,happy,02,01,01
03-01-03-02-01-02-04,03-01-03-02-01-02-04,01-03-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-01-02-04.wav,4,train,03,2,happy,02,01,02
03-01-03-02-02-01-04,03-01-03-02-02-01-04,01-03-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-01-04.wav,4,train,03,2,happy,02,02,01
03-01-03-02-02-02-04,03-01-03-02-02-02-04,01-03-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav,4,train,03,2,happy,02,02,02
03-01-04-01-01-01-04,03-01-04-01-01-01-04,01-04-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-01-04.wav,4,train,04,3,sad,01,01,01
03-01-04-01-01-02-04,03-01-04-01-01-02-04,01-04-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav,4,train,04,3,sad,01,01,02
03-01-04-01-02-01-04,03-01-04-01-02-01-04,01-04-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,4,train,04,3,sad,01,02,01
03-01-04-01-02-02-04,03-01-04-01-02-02-04,01-04-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav,4,train,04,3,sad,01,02,02
03-01-04-02-01-01-04,03-01-04-02-01-01-04,01-04-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav,4,train,04,3,sad,02,01,01
03-01-04-02-01-02-04,03-01-04-02-01-02-04,01-04-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav,4,train,04,3,sad,02,01,02
03-01-04-02-02-01-04,03-01-04-02-02-01-04,01-04-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav,4,train,04,3,sad,02,02,01
03-01-04-02-02-02-04,03-01-04-02-02-02-04,01-04-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav,4,train,04,3,sad,02,02,02
03-01-05-01-01-01-04,03-01-05-01-01-01-04,01-05-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,4,train,05,4,angry,01,01,01
03-01-05-01-01-02-04,03-01-05-01-01-02-04,01-05-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav,4,train,05,4,angry,01,01,02
03-01-05-01-02-01-04,03-01-05-01-02-01-04,01-05-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,4,train,05,4,angry,01,02,01
03-01-05-01-02-02-04,03-01-05-01-02-02-04,01-05-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav,4,train,05,4,angry,01,02,02
03-01-05-02-01-01-04,03-01-05-02-01-01-04,01-05-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav,4,train,05,4,angry,02,01,01
03-01-05-02-01-02-04,03-01-05-02-01-02-04,01-05-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav,4,train,05,4,angry,02,01,02
03-01-05-02-02-01-04,03-01-05-02-02-01-04,01-05-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav,4,train,05,4,angry,02,02,01
03-01-05-02-02-02-04,03-01-05-02-02-02-04,01-05-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav,4,train,05,4,angry,02,02,02
03-01-06-01-01-01-04,03-01-06-01-01-01-04,01-06-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-01-04.wav,4,train,06,5,fearful,01,01,01
03-01-06-01-01-02-04,03-01-06-01-01-02-04,01-06-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-02-04.wav,4,train,06,5,fearful,01,01,02
03-01-06-01-02-01-04,03-01-06-01-02-01-04,01-06-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-01-04.wav,4,train,06,5,fearful,01,02,01
03-01-06-01-02-02-04,03-01-06-01-02-02-04,01-06-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-02-04.wav,4,train,06,5,fearful,01,02,02
03-01-06-02-01-01-04,03-01-06-02-01-01-04,01-06-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-01-04.wav,4,train,06,5,fearful,02,01,01
03-01-06-02-01-02-04,03-01-06-02-01-02-04,01-06-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-02-04.wav,4,train,06,5,fearful,02,01,02
03-01-06-02-02-01-04,03-01-06-02-02-01-04,01-06-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-01-04.wav,4,train,06,5,fearful,02,02,01
03-01-06-02-02-02-04,03-01-06-02-02-02-04,01-06-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-02-04.wav,4,train,06,5,fearful,02,02,02
03-01-07-01-01-01-04,03-01-07-01-01-01-04,01-07-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-01-04.wav,4,train,07,6,disgust,01,01,01
03-01-07-01-01-02-04,03-01-07-01-01-02-04,01-07-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-02-04.wav,4,train,07,6,disgust,01,01,02
03-01-07-01-02-01-04,03-01-07-01-02-01-04,01-07-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-01-04.wav,4,train,07,6,disgust,01,02,01
03-01-07-01-02-02-04,03-01-07-01-02-02-04,01-07-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-02-04.wav,4,train,07,6,disgust,01,02,02
03-01-07-02-01-01-04,03-01-07-02-01-01-04,01-07-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-01-04.wav,4,train,07,6,disgust,02,01,01
03-01-07-02-01-02-04,03-01-07-02-01-02-04,01-07-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-02-04.wav,4,train,07,6,disgust,02,01,02
03-01-07-02-02-01-04,03-01-07-02-02-01-04,01-07-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav,4,train,07,6,disgust,02,02,01
03-01-07-02-02-02-04,03-01-07-02-02-02-04,01-07-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-02-04.wav,4,train,07,6,disgust,02,02,02
03-01-08-01-01-01-04,03-01-08-01-01-01-04,01-08-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-01-04.wav,4,train,08,7,surprise,01,01,01
03-01-08-01-01-02-04,03-01-08-01-01-02-04,01-08-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-02-04.wav,4,train,08,7,surprise,01,01,02
03-01-08-01-02-01-04,03-01-08-01-02-01-04,01-08-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-01-04.wav,4,train,08,7,surprise,01,02,01
03-01-08-01-02-02-04,03-01-08-01-02-02-04,01-08-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-02-04.wav,4,train,08,7,surprise,01,02,02
03-01-08-02-01-01-04,03-01-08-02-01-01-04,01-08-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-01-04.wav,4,train,08,7,surprise,02,01,01
03-01-08-02-01-02-04,03-01-08-02-01-02-04,01-08-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-02-04.wav,4,train,08,7,surprise,02,01,02
03-01-08-02-02-01-04,03-01-08-02-02-01-04,01-08-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-01-04.wav,4,train,08,7,surprise,02,02,01
03-01-08-02-02-02-04,03-01-08-02-02-02-04,01-08-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-02-04.wav,4,train,08,7,surprise,02,02,02
03-01-01-01-01-01-05,03-01-01-01-01-01-05,01-01-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-01-05.wav,5,train,01,0,neutral,01,01,01
03-01-01-01-01-02-05,03-01-01-01-01-02-05,01-01-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-02-05.wav,5,train,01,0,neutral,01,01,02
03-01-01-01-02-01-05,03-01-01-01-02-01-05,01-01-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-01-05.wav,5,train,01,0,neutral,01,02,01
03-01-01-01-02-02-05,03-01-01-01-02-02-05,01-01-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-02-05.wav,5,train,01,0,neutral,01,02,02
03-01-02-01-01-01-05,03-01-02-01-01-01-05,01-02-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-01-05.wav,5,train,02,1,calm,01,01,01
03-01-02-01-01-02-05,03-01-02-01-01-02-05,01-02-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-02-05.wav,5,train,02,1,calm,01,01,02
03-01-02-01-02-01-05,03-01-02-01-02-01-05,01-02-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-01-05.wav,5,train,02,1,calm,01,02,01
