sample_id,wav,duration,split,actor,emotion_code,intensity_code,statement_code,repetition_code,label_name,label_id
03-01-03-02-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-01-06.wav,3.5035,train,6,03,02,01,01,happy,2
03-01-03-02-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-01-02-06.wav,3.4701,train,6,03,02,01,02,happy,2
03-01-03-02-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-01-06.wav,3.5702,train,6,03,02,02,01,happy,2
03-01-03-02-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-03-02-02-02-06.wav,3.6036,train,6,03,02,02,02,happy,2
03-01-04-01-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-01-06.wav,3.5702,train,6,04,01,01,01,sad,3
03-01-04-01-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-01-02-06.wav,3.6036,train,6,04,01,01,02,sad,3
03-01-04-01-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-01-06.wav,3.4701,train,6,04,01,02,01,sad,3
03-01-04-01-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-02-06.wav,3.4368,train,6,04,01,02,02,sad,3
03-01-04-02-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-01-06.wav,4.2042,train,6,04,02,01,01,sad,3
03-01-04-02-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-02-06.wav,4.1041,train,6,04,02,01,02,sad,3
03-01-04-02-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-01-06.wav,4.6046,train,6,04,02,02,01,sad,3
03-01-04-02-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-02-02-06.wav,4.0374,train,6,04,02,02,02,sad,3
03-01-05-01-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-01-06.wav,3.7704,train,6,05,01,01,01,angry,4
03-01-05-01-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-02-06.wav,3.9706,train,6,05,01,01,02,angry,4
03-01-05-01-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-01-06.wav,4.2042,train,6,05,01,02,01,angry,4
03-01-05-01-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-02-02-06.wav,3.9039,train,6,05,01,02,02,angry,4
03-01-05-02-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-01-06.wav,4.1041,train,6,05,02,01,01,angry,4
03-01-05-02-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-01-02-06.wav,4.2042,train,6,05,02,01,02,angry,4
03-01-05-02-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-01-06.wav,4.4378,train,6,05,02,02,01,angry,4
03-01-05-02-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-02-06.wav,4.4711,train,6,05,02,02,02,angry,4
03-01-06-01-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-01-06.wav,3.637,train,6,06,01,01,01,fearful,5
03-01-06-01-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-02-06.wav,3.4368,train,6,06,01,01,02,fearful,5
03-01-06-01-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-01-06.wav,3.5703,train,6,06,01,02,01,fearful,5
03-01-06-01-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-02-02-06.wav,3.5035,train,6,06,01,02,02,fearful,5
03-01-06-02-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-01-06.wav,3.637,train,6,06,02,01,01,fearful,5
03-01-06-02-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-01-02-06.wav,3.6036,train,6,06,02,01,02,fearful,5
03-01-06-02-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-01-06.wav,3.7371,train,6,06,02,02,01,fearful,5
03-01-06-02-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-02-06.wav,3.7371,train,6,06,02,02,02,fearful,5
03-01-07-01-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-01-06.wav,3.5035,train,6,07,01,01,01,disgust,6
03-01-07-01-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-01-02-06.wav,4.2709,train,6,07,01,01,02,disgust,6
03-01-07-01-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-01-06.wav,3.7371,train,6,07,01,02,01,disgust,6
03-01-07-01-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-02-06.wav,3.9373,train,6,07,01,02,02,disgust,6
03-01-07-02-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-01-06.wav,4.3043,train,6,07,02,01,01,disgust,6
03-01-07-02-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-02-06.wav,3.9373,train,6,07,02,01,02,disgust,6
03-01-07-02-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-01-06.wav,4.0374,train,6,07,02,02,01,disgust,6
03-01-07-02-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-02-06.wav,3.9706,train,6,07,02,02,02,disgust,6
03-01-08-01-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-01-01-06.wav,3.2366,train,6,08,01,01,01,surprise,7
03-01-08-01-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-01-02-06.wav,3.2366,train,6,08,01,01,02,surprise,7
03-01-08-01-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-02-01-06.wav,3.2032,train,6,08,01,02,01,surprise,7
03-01-08-01-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-02-02-06.wav,3.1365,train,6,08,01,02,02,surprise,7
03-01-08-02-01-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-01-06.wav,3.2366,train,6,08,02,01,01,surprise,7
03-01-08-02-01-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-02-06.wav,3.37,train,6,08,02,01,02,surprise,7
03-01-08-02-02-01-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-02-01-06.wav,3.3033,train,6,08,02,02,01,surprise,7
03-01-08-02-02-02-06,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-02-02-06.wav,3.2032,train,6,08,02,02,02,surprise,7
03-01-01-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-01-07.wav,3.9039,train,7,01,01,01,01,neutral,0
03-01-01-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav,3.8038,train,7,01,01,01,02,neutral,0
03-01-01-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-01-07.wav,4.1375,train,7,01,01,02,01,neutral,0
03-01-01-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-02-07.wav,3.7371,train,7,01,01,02,02,neutral,0
03-01-02-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-01-07.wav,3.4701,train,7,02,01,01,01,calm,1
03-01-02-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-02-07.wav,3.7371,train,7,02,01,01,02,calm,1
03-01-02-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-01-07.wav,3.5035,train,7,02,01,02,01,calm,1
03-01-02-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-02-07.wav,3.5369,train,7,02,01,02,02,calm,1
03-01-02-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-01-07.wav,4.004,train,7,02,02,01,01,calm,1
03-01-02-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-02-07.wav,3.8705,train,7,02,02,01,02,calm,1
03-01-02-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-01-07.wav,4.2709,train,7,02,02,02,01,calm,1
03-01-02-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-02-07.wav,4.1041,train,7,02,02,02,02,calm,1
03-01-03-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-01-07.wav,3.5035,train,7,03,01,01,01,happy,2
03-01-03-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-02-07.wav,3.4701,train,7,03,01,01,02,happy,2
03-01-03-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-01-07.wav,3.4034,train,7,03,01,02,01,happy,2
03-01-03-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-02-07.wav,3.4034,train,7,03,01,02,02,happy,2
03-01-03-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-01-07.wav,4.1041,train,7,03,02,01,01,happy,2
03-01-03-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-02-07.wav,4.0374,train,7,03,02,01,02,happy,2
03-01-03-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-01-07.wav,4.0374,train,7,03,02,02,01,happy,2
03-01-03-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-02-07.wav,3.8372,train,7,03,02,02,02,happy,2
03-01-04-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-01-07.wav,3.5369,train,7,04,01,01,01,sad,3
03-01-04-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-02-07.wav,3.6036,train,7,04,01,01,02,sad,3
03-01-04-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-01-07.wav,3.5369,train,7,04,01,02,01,sad,3
03-01-04-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-02-07.wav,3.8705,train,7,04,01,02,02,sad,3
03-01-04-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-01-07.wav,3.9373,train,7,04,02,01,01,sad,3
03-01-04-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav,3.8372,train,7,04,02,01,02,sad,3
03-01-04-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-01-07.wav,3.637,train,7,04,02,02,01,sad,3
03-01-04-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-02-07.wav,3.8372,train,7,04,02,02,02,sad,3
03-01-05-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-01-07.wav,4.004,train,7,05,01,01,01,angry,4
03-01-05-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-02-07.wav,3.9706,train,7,05,01,01,02,angry,4
03-01-05-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-01-07.wav,4.004,train,7,05,01,02,01,angry,4
03-01-05-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-02-07.wav,4.004,train,7,05,01,02,02,angry,4
03-01-05-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-01-07.wav,3.6036,train,7,05,02,01,01,angry,4
03-01-05-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-02-07.wav,4.004,train,7,05,02,01,02,angry,4
03-01-05-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-01-07.wav,3.8372,train,7,05,02,02,01,angry,4
03-01-05-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav,4.3377,train,7,05,02,02,02,angry,4
03-01-06-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-01-07.wav,3.4368,train,7,06,01,01,01,fearful,5
03-01-06-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-02-07.wav,3.5035,train,7,06,01,01,02,fearful,5
03-01-06-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-01-07.wav,3.4368,train,7,06,01,02,01,fearful,5
03-01-06-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-02-07.wav,3.37,train,7,06,01,02,02,fearful,5
03-01-06-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-01-07.wav,3.637,train,7,06,02,01,01,fearful,5
03-01-06-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-02-07.wav,3.4701,train,7,06,02,01,02,fearful,5
03-01-06-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-01-07.wav,3.4034,train,7,06,02,02,01,fearful,5
03-01-06-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-02-07.wav,3.5035,train,7,06,02,02,02,fearful,5
03-01-07-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-01-07.wav,3.5369,train,7,07,01,01,01,disgust,6
03-01-07-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-02-07.wav,3.5035,train,7,07,01,01,02,disgust,6
03-01-07-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-01-07.wav,3.4368,train,7,07,01,02,01,disgust,6
03-01-07-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-02-07.wav,3.5369,train,7,07,01,02,02,disgust,6
03-01-07-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-01-07.wav,4.1375,train,7,07,02,01,01,disgust,6
03-01-07-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-02-07.wav,4.4044,train,7,07,02,01,02,disgust,6
03-01-07-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-01-07.wav,4.1375,train,7,07,02,02,01,disgust,6
03-01-07-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-02-07.wav,4.7714,train,7,07,02,02,02,disgust,6
03-01-08-01-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-01-07.wav,3.4701,train,7,08,01,01,01,surprise,7
03-01-08-01-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-02-07.wav,3.5369,train,7,08,01,01,02,surprise,7
03-01-08-01-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-01-07.wav,3.4368,train,7,08,01,02,01,surprise,7
03-01-08-01-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-02-07.wav,3.4368,train,7,08,01,02,02,surprise,7
03-01-08-02-01-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-01-07.wav,3.8705,train,7,08,02,01,01,surprise,7
03-01-08-02-01-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-02-07.wav,3.637,train,7,08,02,01,02,surprise,7
03-01-08-02-02-01-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-01-07.wav,3.4368,train,7,08,02,02,01,surprise,7
03-01-08-02-02-02-07,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-02-07.wav,3.4701,train,7,08,02,02,02,surprise,7
03-01-01-01-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-01-08.wav,3.5035,train,8,01,01,01,01,neutral,0
03-01-01-01-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-02-08.wav,3.637,train,8,01,01,01,02,neutral,0
03-01-01-01-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-01-08.wav,3.5369,train,8,01,01,02,01,neutral,0
03-01-01-01-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-02-08.wav,3.5035,train,8,01,01,02,02,neutral,0
03-01-02-01-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-01-08.wav,3.6036,train,8,02,01,01,01,calm,1
03-01-02-01-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-02-08.wav,3.4034,train,8,02,01,01,02,calm,1
03-01-02-01-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-01-08.wav,3.4701,train,8,02,01,02,01,calm,1
03-01-02-01-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-02-08.wav,3.4701,train,8,02,01,02,02,calm,1
03-01-02-02-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-01-08.wav,3.637,train,8,02,02,01,01,calm,1
03-01-02-02-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-02-08.wav,3.7371,train,8,02,02,01,02,calm,1
03-01-02-02-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-01-08.wav,3.6703,train,8,02,02,02,01,calm,1
03-01-02-02-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-02-08.wav,3.8038,train,8,02,02,02,02,calm,1
03-01-03-01-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-01-08.wav,3.5035,train,8,03,01,01,01,happy,2
03-01-03-01-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-02-08.wav,3.4367,train,8,03,01,01,02,happy,2
03-01-03-01-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-01-08.wav,3.4701,train,8,03,01,02,01,happy,2
03-01-03-01-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-02-08.wav,3.4368,train,8,03,01,02,02,happy,2
03-01-03-02-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-01-08.wav,3.7704,train,8,03,02,01,01,happy,2
03-01-03-02-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-02-08.wav,3.9039,train,8,03,02,01,02,happy,2
03-01-03-02-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-01-08.wav,3.8372,train,8,03,02,02,01,happy,2
03-01-03-02-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-02-08.wav,3.9373,train,8,03,02,02,02,happy,2
03-01-04-01-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-01-08.wav,4.2042,train,8,04,01,01,01,sad,3
03-01-04-01-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-02-08.wav,3.8705,train,8,04,01,01,02,sad,3
03-01-04-01-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-01-08.wav,3.5703,train,8,04,01,02,01,sad,3
03-01-04-01-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-02-08.wav,3.6036,train,8,04,01,02,02,sad,3
03-01-04-02-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-01-08.wav,3.7704,train,8,04,02,01,01,sad,3
03-01-04-02-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-02-08.wav,3.9373,train,8,04,02,01,02,sad,3
03-01-04-02-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-01-08.wav,3.6703,train,8,04,02,02,01,sad,3
03-01-04-02-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-02-08.wav,3.7037,train,8,04,02,02,02,sad,3
03-01-05-01-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-01-08.wav,3.7037,train,8,05,01,01,01,angry,4
03-01-05-01-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-02-08.wav,3.6036,train,8,05,01,01,02,angry,4
03-01-05-01-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-01-08.wav,3.5369,train,8,05,01,02,01,angry,4
03-01-05-01-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-02-08.wav,3.5702,train,8,05,01,02,02,angry,4
03-01-05-02-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-01-08.wav,3.9706,train,8,05,02,01,01,angry,4
03-01-05-02-01-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-02-08.wav,3.7704,train,8,05,02,01,02,angry,4
03-01-05-02-02-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-01-08.wav,3.6036,train,8,05,02,02,01,angry,4
03-01-05-02-02-02-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-02-08.wav,3.637,train,8,05,02,02,02,angry,4
03-01-06-01-01-01-08,C:/Users/NannanLi/Desktop/Ravdess/Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-01-08.wav,3.9706,train,8,06,01,01,01,fearful,5
