av_key,split,actor_id,label_id,label_name,emotion_code,audio_sample_id,audio_path,video_sample_id,video_path
01-04-01-02-01-04,train,4,3,sad,04,03-01-04-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,02-01-04-01-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-04-01-02-01-04.mp4
01-04-01-02-02-04,train,4,3,sad,04,03-01-04-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-02-04.wav,02-01-04-01-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-04-01-02-02-04.mp4
01-04-02-01-01-04,train,4,3,sad,04,03-01-04-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-01-04.wav,02-01-04-02-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-04-02-01-01-04.mp4
01-04-02-01-02-04,train,4,3,sad,04,03-01-04-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-01-02-04.wav,02-01-04-02-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-04-02-01-02-04.mp4
01-04-02-02-01-04,train,4,3,sad,04,03-01-04-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-01-04.wav,02-01-04-02-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-04-02-02-01-04.mp4
01-04-02-02-02-04,train,4,3,sad,04,03-01-04-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav,02-01-04-02-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-04-02-02-02-04.mp4
01-05-01-01-01-04,train,4,4,angry,05,03-01-05-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,02-01-05-01-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-01-01-01-04.mp4
01-05-01-01-02-04,train,4,4,angry,05,03-01-05-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-02-04.wav,02-01-05-01-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-01-01-02-04.mp4
01-05-01-02-01-04,train,4,4,angry,05,03-01-05-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,02-01-05-01-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-01-02-01-04.mp4
01-05-01-02-02-04,train,4,4,angry,05,03-01-05-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-02-04.wav,02-01-05-01-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-01-02-02-04.mp4
01-05-02-01-01-04,train,4,4,angry,05,03-01-05-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav,02-01-05-02-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-02-01-01-04.mp4
01-05-02-01-02-04,train,4,4,angry,05,03-01-05-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-02-04.wav,02-01-05-02-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-02-01-02-04.mp4
01-05-02-02-01-04,train,4,4,angry,05,03-01-05-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-01-04.wav,02-01-05-02-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-02-02-01-04.mp4
01-05-02-02-02-04,train,4,4,angry,05,03-01-05-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-02-02-04.wav,02-01-05-02-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-05-02-02-02-04.mp4
01-06-01-01-01-04,train,4,5,fearful,06,03-01-06-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-01-04.wav,02-01-06-01-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-01-01-01-04.mp4
01-06-01-01-02-04,train,4,5,fearful,06,03-01-06-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-01-02-04.wav,02-01-06-01-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-01-01-02-04.mp4
01-06-01-02-01-04,train,4,5,fearful,06,03-01-06-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-01-04.wav,02-01-06-01-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-01-02-01-04.mp4
01-06-01-02-02-04,train,4,5,fearful,06,03-01-06-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-02-04.wav,02-01-06-01-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-01-02-02-04.mp4
01-06-02-01-01-04,train,4,5,fearful,06,03-01-06-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-01-04.wav,02-01-06-02-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-02-01-01-04.mp4
01-06-02-01-02-04,train,4,5,fearful,06,03-01-06-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-02-04.wav,02-01-06-02-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-02-01-02-04.mp4
01-06-02-02-01-04,train,4,5,fearful,06,03-01-06-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-01-04.wav,02-01-06-02-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-02-02-01-04.mp4
01-06-02-02-02-04,train,4,5,fearful,06,03-01-06-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-02-02-04.wav,02-01-06-02-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-06-02-02-02-04.mp4
01-07-01-01-01-04,train,4,6,disgust,07,03-01-07-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-01-04.wav,02-01-07-01-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-01-01-01-04.mp4
01-07-01-01-02-04,train,4,6,disgust,07,03-01-07-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-02-04.wav,02-01-07-01-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-01-01-02-04.mp4
01-07-01-02-01-04,train,4,6,disgust,07,03-01-07-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-01-04.wav,02-01-07-01-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-01-02-01-04.mp4
01-07-01-02-02-04,train,4,6,disgust,07,03-01-07-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-02-02-04.wav,02-01-07-01-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-01-02-02-04.mp4
01-07-02-01-01-04,train,4,6,disgust,07,03-01-07-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-01-04.wav,02-01-07-02-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-02-01-01-04.mp4
01-07-02-01-02-04,train,4,6,disgust,07,03-01-07-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-01-02-04.wav,02-01-07-02-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-02-01-02-04.mp4
01-07-02-02-01-04,train,4,6,disgust,07,03-01-07-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav,02-01-07-02-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-02-02-01-04.mp4
01-07-02-02-02-04,train,4,6,disgust,07,03-01-07-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-02-04.wav,02-01-07-02-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-07-02-02-02-04.mp4
01-08-01-01-01-04,train,4,7,surprise,08,03-01-08-01-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-01-04.wav,02-01-08-01-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-01-01-01-04.mp4
01-08-01-01-02-04,train,4,7,surprise,08,03-01-08-01-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-01-02-04.wav,02-01-08-01-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-01-01-02-04.mp4
01-08-01-02-01-04,train,4,7,surprise,08,03-01-08-01-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-01-04.wav,02-01-08-01-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-01-02-01-04.mp4
01-08-01-02-02-04,train,4,7,surprise,08,03-01-08-01-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-01-02-02-04.wav,02-01-08-01-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-01-02-02-04.mp4
01-08-02-01-01-04,train,4,7,surprise,08,03-01-08-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-01-04.wav,02-01-08-02-01-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-02-01-01-04.mp4
01-08-02-01-02-04,train,4,7,surprise,08,03-01-08-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-01-02-04.wav,02-01-08-02-01-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-02-01-02-04.mp4
01-08-02-02-01-04,train,4,7,surprise,08,03-01-08-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-01-04.wav,02-01-08-02-02-01-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-02-02-01-04.mp4
01-08-02-02-02-04,train,4,7,surprise,08,03-01-08-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-08-02-02-02-04.wav,02-01-08-02-02-02-04,data/raw/ravdess/video_speech/Video_Speech_Actor_04/Actor_04/02-01-08-02-02-02-04.mp4
01-01-01-01-01-05,train,5,0,neutral,01,03-01-01-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-01-05.wav,02-01-01-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-01-01-01-01-05.mp4
01-01-01-01-02-05,train,5,0,neutral,01,03-01-01-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-01-02-05.wav,02-01-01-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-01-01-01-02-05.mp4
01-01-01-02-01-05,train,5,0,neutral,01,03-01-01-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-01-05.wav,02-01-01-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-01-01-02-01-05.mp4
01-01-01-02-02-05,train,5,0,neutral,01,03-01-01-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-01-01-02-02-05.wav,02-01-01-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-01-01-02-02-05.mp4
01-02-01-01-01-05,train,5,1,calm,02,03-01-02-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-01-05.wav,02-01-02-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-01-01-01-05.mp4
01-02-01-01-02-05,train,5,1,calm,02,03-01-02-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-02-05.wav,02-01-02-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-01-01-02-05.mp4
01-02-01-02-01-05,train,5,1,calm,02,03-01-02-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-01-05.wav,02-01-02-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-01-02-01-05.mp4
01-02-01-02-02-05,train,5,1,calm,02,03-01-02-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-02-02-05.wav,02-01-02-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-01-02-02-05.mp4
01-02-02-01-01-05,train,5,1,calm,02,03-01-02-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-01-05.wav,02-01-02-02-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-02-01-01-05.mp4
01-02-02-01-02-05,train,5,1,calm,02,03-01-02-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-02-05.wav,02-01-02-02-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-02-01-02-05.mp4
01-02-02-02-01-05,train,5,1,calm,02,03-01-02-02-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-01-05.wav,02-01-02-02-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-02-02-01-05.mp4
01-02-02-02-02-05,train,5,1,calm,02,03-01-02-02-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-02-05.wav,02-01-02-02-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-02-02-02-02-05.mp4
01-03-01-01-01-05,train,5,2,happy,03,03-01-03-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-01-05.wav,02-01-03-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-01-01-01-05.mp4
01-03-01-01-02-05,train,5,2,happy,03,03-01-03-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-01-02-05.wav,02-01-03-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-01-01-02-05.mp4
01-03-01-02-01-05,train,5,2,happy,03,03-01-03-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-01-05.wav,02-01-03-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-01-02-01-05.mp4
01-03-01-02-02-05,train,5,2,happy,03,03-01-03-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-02-05.wav,02-01-03-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-01-02-02-05.mp4
01-03-02-01-01-05,train,5,2,happy,03,03-01-03-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-01-05.wav,02-01-03-02-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-02-01-01-05.mp4
01-03-02-01-02-05,train,5,2,happy,03,03-01-03-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-02-05.wav,02-01-03-02-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-02-01-02-05.mp4
01-03-02-02-01-05,train,5,2,happy,03,03-01-03-02-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-01-05.wav,02-01-03-02-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-02-02-01-05.mp4
01-03-02-02-02-05,train,5,2,happy,03,03-01-03-02-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-02-02-05.wav,02-01-03-02-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-03-02-02-02-05.mp4
01-04-01-01-01-05,train,5,3,sad,04,03-01-04-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-01-05.wav,02-01-04-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-01-01-01-05.mp4
01-04-01-01-02-05,train,5,3,sad,04,03-01-04-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-01-02-05.wav,02-01-04-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-01-01-02-05.mp4
01-04-01-02-01-05,train,5,3,sad,04,03-01-04-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-01-05.wav,02-01-04-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-01-02-01-05.mp4
01-04-01-02-02-05,train,5,3,sad,04,03-01-04-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-02-05.wav,02-01-04-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-01-02-02-05.mp4
01-04-02-01-01-05,train,5,3,sad,04,03-01-04-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-01-05.wav,02-01-04-02-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-02-01-01-05.mp4
01-04-02-01-02-05,train,5,3,sad,04,03-01-04-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-01-02-05.wav,02-01-04-02-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-02-01-02-05.mp4
01-04-02-02-01-05,train,5,3,sad,04,03-01-04-02-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-01-05.wav,02-01-04-02-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-02-02-01-05.mp4
01-04-02-02-02-05,train,5,3,sad,04,03-01-04-02-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-02-02-02-05.wav,02-01-04-02-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-04-02-02-02-05.mp4
01-05-01-01-01-05,train,5,4,angry,05,03-01-05-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-01-05.wav,02-01-05-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-01-01-01-05.mp4
01-05-01-01-02-05,train,5,4,angry,05,03-01-05-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-02-05.wav,02-01-05-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-01-01-02-05.mp4
01-05-01-02-01-05,train,5,4,angry,05,03-01-05-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-01-05.wav,02-01-05-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-01-02-01-05.mp4
01-05-01-02-02-05,train,5,4,angry,05,03-01-05-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-02-02-05.wav,02-01-05-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-01-02-02-05.mp4
01-05-02-01-01-05,train,5,4,angry,05,03-01-05-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-01-05.wav,02-01-05-02-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-02-01-01-05.mp4
01-05-02-01-02-05,train,5,4,angry,05,03-01-05-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-01-02-05.wav,02-01-05-02-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-02-01-02-05.mp4
01-05-02-02-01-05,train,5,4,angry,05,03-01-05-02-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-01-05.wav,02-01-05-02-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-02-02-01-05.mp4
01-05-02-02-02-05,train,5,4,angry,05,03-01-05-02-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-02-02-02-05.wav,02-01-05-02-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-05-02-02-02-05.mp4
01-06-01-01-01-05,train,5,5,fearful,06,03-01-06-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-01-05.wav,02-01-06-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-01-01-01-05.mp4
01-06-01-01-02-05,train,5,5,fearful,06,03-01-06-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-02-05.wav,02-01-06-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-01-01-02-05.mp4
01-06-01-02-01-05,train,5,5,fearful,06,03-01-06-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-02-01-05.wav,02-01-06-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-01-02-01-05.mp4
01-06-01-02-02-05,train,5,5,fearful,06,03-01-06-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-02-02-05.wav,02-01-06-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-01-02-02-05.mp4
01-06-02-01-01-05,train,5,5,fearful,06,03-01-06-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-01-05.wav,02-01-06-02-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-02-01-01-05.mp4
01-06-02-01-02-05,train,5,5,fearful,06,03-01-06-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-01-02-05.wav,02-01-06-02-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-02-01-02-05.mp4
01-06-02-02-01-05,train,5,5,fearful,06,03-01-06-02-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-02-01-05.wav,02-01-06-02-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-02-02-01-05.mp4
01-06-02-02-02-05,train,5,5,fearful,06,03-01-06-02-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-02-02-02-05.wav,02-01-06-02-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-06-02-02-02-05.mp4
01-07-01-01-01-05,train,5,6,disgust,07,03-01-07-01-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-01-05.wav,02-01-07-01-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-07-01-01-01-05.mp4
01-07-01-01-02-05,train,5,6,disgust,07,03-01-07-01-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-01-02-05.wav,02-01-07-01-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-07-01-01-02-05.mp4
01-07-01-02-01-05,train,5,6,disgust,07,03-01-07-01-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-02-01-05.wav,02-01-07-01-02-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-07-01-02-01-05.mp4
01-07-01-02-02-05,train,5,6,disgust,07,03-01-07-01-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-01-02-02-05.wav,02-01-07-01-02-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-07-01-02-02-05.mp4
01-07-02-01-01-05,train,5,6,disgust,07,03-01-07-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-01-05.wav,02-01-07-02-01-01-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-07-02-01-01-05.mp4
01-07-02-01-02-05,train,5,6,disgust,07,03-01-07-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-02-05.wav,02-01-07-02-01-02-05,data/raw/ravdess/video_speech/Video_Speech_Actor_05/Actor_05/02-01-07-02-01-02-05.mp4
