av_key,sample_id,stem,wav_path,actor_id,split,emotion_code,label_id,label_name,intensity_code,statement_code,repetition_code,pred_id,pred_name,prob_neutral,prob_calm,prob_happy,prob_sad,prob_angry,prob_fearful,prob_disgust,prob_surprise,embedding_path,embedding_dim
01-02-01-02-02-15,03-01-02-01-02-02-15,03-01-02-01-02-02-15,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_15/03-01-02-01-02-02-15.wav,15,train,02,1,calm,01,02,02,1,calm,0.145414,0.250866,0.093702,0.107038,0.098378,0.077616,0.112509,0.114477,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-01-02-02-15.npy,96
01-02-01-02-02-16,03-01-02-01-02-02-16,03-01-02-01-02-02-16,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-02-16.wav,16,train,02,1,calm,01,02,02,1,calm,0.138672,0.250679,0.144104,0.105151,0.091863,0.086322,0.091147,0.092061,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-01-02-02-16.npy,96
01-02-02-01-01-01,03-01-02-02-01-01-01,03-01-02-02-01-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-01-01.wav,1,train,02,1,calm,02,01,01,1,calm,0.133396,0.248119,0.151183,0.088247,0.086298,0.098547,0.10169,0.092519,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-01.npy,96
01-02-02-01-01-02,03-01-02-02-01-01-02,03-01-02-02-01-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,2,train,02,1,calm,02,01,01,1,calm,0.144801,0.271837,0.102809,0.090874,0.106769,0.10087,0.084889,0.097151,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-02.npy,96
01-02-02-01-01-03,03-01-02-02-01-01-03,03-01-02-02-01-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-01-03.wav,3,train,02,1,calm,02,01,01,1,calm,0.12662,0.253952,0.113847,0.099071,0.084594,0.104616,0.108939,0.10836,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-03.npy,96
01-02-02-01-01-04,03-01-02-02-01-01-04,03-01-02-02-01-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-01-04.wav,4,train,02,1,calm,02,01,01,1,calm,0.1074,0.252057,0.11323,0.109317,0.106077,0.103617,0.13091,0.077393,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-04.npy,96
01-02-02-01-01-05,03-01-02-02-01-01-05,03-01-02-02-01-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-01-05.wav,5,train,02,1,calm,02,01,01,1,calm,0.121391,0.249562,0.122074,0.080423,0.11635,0.078354,0.12681,0.105036,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-05.npy,96
01-02-02-01-01-06,03-01-02-02-01-01-06,03-01-02-02-01-01-06,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-01-01-06.wav,6,train,02,1,calm,02,01,01,1,calm,0.104298,0.238966,0.120342,0.118741,0.091332,0.122534,0.127904,0.075882,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-06.npy,96
01-02-02-01-01-07,03-01-02-02-01-01-07,03-01-02-02-01-01-07,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-01-07.wav,7,train,02,1,calm,02,01,01,1,calm,0.150334,0.218358,0.148792,0.101408,0.116129,0.104257,0.100784,0.059938,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-07.npy,96
01-02-02-01-01-08,03-01-02-02-01-01-08,03-01-02-02-01-01-08,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-01-08.wav,8,train,02,1,calm,02,01,01,1,calm,0.123372,0.263689,0.123449,0.100392,0.104384,0.084653,0.114891,0.08517,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-08.npy,96
01-02-02-01-01-09,03-01-02-02-01-01-09,03-01-02-02-01-01-09,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-01-09.wav,9,train,02,1,calm,02,01,01,1,calm,0.134889,0.25044,0.093469,0.120955,0.119055,0.123354,0.081005,0.076833,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-09.npy,96
01-02-02-01-01-10,03-01-02-02-01-01-10,03-01-02-02-01-01-10,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,10,train,02,1,calm,02,01,01,1,calm,0.125821,0.257829,0.101978,0.082894,0.109298,0.118744,0.117454,0.085982,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-10.npy,96
01-02-02-01-01-11,03-01-02-02-01-01-11,03-01-02-02-01-01-11,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,11,train,02,1,calm,02,01,01,1,calm,0.122361,0.260116,0.100664,0.114266,0.128308,0.088689,0.111862,0.073735,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-11.npy,96
01-02-02-01-01-12,03-01-02-02-01-01-12,03-01-02-02-01-01-12,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-01-01-12.wav,12,train,02,1,calm,02,01,01,1,calm,0.148211,0.263072,0.091007,0.102761,0.096125,0.093218,0.106456,0.09915,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-12.npy,96
01-02-02-01-01-13,03-01-02-02-01-01-13,03-01-02-02-01-01-13,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-01-13.wav,13,train,02,1,calm,02,01,01,1,calm,0.118281,0.277563,0.120598,0.087529,0.109016,0.092831,0.090214,0.103969,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-13.npy,96
01-02-02-01-01-14,03-01-02-02-01-01-14,03-01-02-02-01-01-14,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-01-14.wav,14,train,02,1,calm,02,01,01,1,calm,0.14212,0.232655,0.100386,0.101861,0.08234,0.101515,0.119619,0.119504,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-14.npy,96
01-02-02-01-01-15,03-01-02-02-01-01-15,03-01-02-02-01-01-15,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-01-01-15.wav,15,train,02,1,calm,02,01,01,1,calm,0.145651,0.253302,0.128212,0.094227,0.093458,0.08732,0.113792,0.084038,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-15.npy,96
01-02-02-01-01-16,03-01-02-02-01-01-16,03-01-02-02-01-01-16,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-01-16.wav,16,train,02,1,calm,02,01,01,1,calm,0.121178,0.251914,0.134496,0.080834,0.107232,0.084992,0.105901,0.113452,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-01-16.npy,96
01-02-02-01-02-01,03-01-02-02-01-02-01,03-01-02-02-01-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav,1,train,02,1,calm,02,01,02,1,calm,0.101072,0.26198,0.119041,0.103483,0.105474,0.108925,0.119649,0.080375,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-01.npy,96
01-02-02-01-02-02,03-01-02-02-01-02-02,03-01-02-02-01-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,2,train,02,1,calm,02,01,02,1,calm,0.111046,0.264634,0.132048,0.087217,0.099549,0.12475,0.085558,0.095199,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-02.npy,96
01-02-02-01-02-03,03-01-02-02-01-02-03,03-01-02-02-01-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-01-02-03.wav,3,train,02,1,calm,02,01,02,1,calm,0.111204,0.261757,0.127491,0.114289,0.091552,0.109033,0.1012,0.083474,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-03.npy,96
01-02-02-01-02-04,03-01-02-02-01-02-04,03-01-02-02-01-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-02-04.wav,4,train,02,1,calm,02,01,02,1,calm,0.124597,0.2349,0.13144,0.095416,0.134566,0.105234,0.113013,0.060833,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-04.npy,96
01-02-02-01-02-05,03-01-02-02-01-02-05,03-01-02-02-01-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-02-05.wav,5,train,02,1,calm,02,01,02,1,calm,0.126634,0.26056,0.136519,0.094337,0.099277,0.086165,0.10756,0.088949,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-05.npy,96
01-02-02-01-02-06,03-01-02-02-01-02-06,03-01-02-02-01-02-06,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-01-02-06.wav,6,train,02,1,calm,02,01,02,1,calm,0.106442,0.261186,0.133579,0.102577,0.099097,0.114935,0.107094,0.075091,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-06.npy,96
01-02-02-01-02-07,03-01-02-02-01-02-07,03-01-02-02-01-02-07,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-02-07.wav,7,train,02,1,calm,02,01,02,1,calm,0.153826,0.213913,0.154868,0.107071,0.118754,0.085842,0.099187,0.066539,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-07.npy,96
01-02-02-01-02-08,03-01-02-02-01-02-08,03-01-02-02-01-02-08,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-02-08.wav,8,train,02,1,calm,02,01,02,1,calm,0.122062,0.233405,0.093958,0.11571,0.103259,0.095138,0.150945,0.085523,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-08.npy,96
01-02-02-01-02-09,03-01-02-02-01-02-09,03-01-02-02-01-02-09,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-02-09.wav,9,train,02,1,calm,02,01,02,1,calm,0.127654,0.246735,0.125371,0.118716,0.103899,0.119114,0.093152,0.065358,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-09.npy,96
01-02-02-01-02-10,03-01-02-02-01-02-10,03-01-02-02-01-02-10,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-02-10.wav,10,train,02,1,calm,02,01,02,1,calm,0.137903,0.26052,0.114796,0.098194,0.086807,0.093505,0.113653,0.09462,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-10.npy,96
01-02-02-01-02-11,03-01-02-02-01-02-11,03-01-02-02-01-02-11,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-01-02-11.wav,11,train,02,1,calm,02,01,02,1,calm,0.129195,0.275118,0.110947,0.115844,0.108391,0.090708,0.093638,0.07616,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-11.npy,96
01-02-02-01-02-12,03-01-02-02-01-02-12,03-01-02-02-01-02-12,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-01-02-12.wav,12,train,02,1,calm,02,01,02,1,calm,0.148853,0.26134,0.092767,0.096151,0.131361,0.100806,0.087781,0.08094,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-12.npy,96
01-02-02-01-02-13,03-01-02-02-01-02-13,03-01-02-02-01-02-13,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-02-13.wav,13,train,02,1,calm,02,01,02,1,calm,0.136681,0.248675,0.108652,0.073903,0.138218,0.084916,0.099189,0.109767,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-13.npy,96
01-02-02-01-02-14,03-01-02-02-01-02-14,03-01-02-02-01-02-14,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-02-14.wav,14,train,02,1,calm,02,01,02,1,calm,0.099792,0.259613,0.096078,0.113945,0.098027,0.111409,0.099012,0.122124,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-14.npy,96
01-02-02-01-02-15,03-01-02-02-01-02-15,03-01-02-02-01-02-15,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-01-02-15.wav,15,train,02,1,calm,02,01,02,1,calm,0.142379,0.250861,0.106897,0.070246,0.109493,0.090361,0.119401,0.110361,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-15.npy,96
01-02-02-01-02-16,03-01-02-02-01-02-16,03-01-02-02-01-02-16,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-02-16.wav,16,train,02,1,calm,02,01,02,1,calm,0.118539,0.239577,0.14316,0.080289,0.115045,0.137952,0.086152,0.079286,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-01-02-16.npy,96
01-02-02-02-01-01,03-01-02-02-02-01-01,03-01-02-02-02-01-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,1,train,02,1,calm,02,02,01,1,calm,0.13096,0.242156,0.140629,0.088113,0.108419,0.081598,0.118794,0.089332,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-01.npy,96
01-02-02-02-01-02,03-01-02-02-02-01-02,03-01-02-02-02-01-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,2,train,02,1,calm,02,02,01,1,calm,0.172956,0.238905,0.114034,0.092248,0.096138,0.109349,0.10308,0.073291,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-02.npy,96
01-02-02-02-01-03,03-01-02-02-02-01-03,03-01-02-02-02-01-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-01-03.wav,3,train,02,1,calm,02,02,01,1,calm,0.110793,0.260961,0.126679,0.120785,0.109348,0.096086,0.095485,0.079862,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-03.npy,96
01-02-02-02-01-04,03-01-02-02-02-01-04,03-01-02-02-02-01-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-01-04.wav,4,train,02,1,calm,02,02,01,1,calm,0.104286,0.251679,0.133178,0.09265,0.111207,0.117656,0.117276,0.072069,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-04.npy,96
01-02-02-02-01-05,03-01-02-02-02-01-05,03-01-02-02-02-01-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-01-05.wav,5,train,02,1,calm,02,02,01,1,calm,0.104721,0.272631,0.124518,0.091793,0.115293,0.104967,0.090595,0.095482,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-05.npy,96
01-02-02-02-01-06,03-01-02-02-02-01-06,03-01-02-02-02-01-06,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-01-06.wav,6,train,02,1,calm,02,02,01,1,calm,0.125317,0.256713,0.120463,0.082753,0.102828,0.122968,0.112295,0.076663,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-06.npy,96
01-02-02-02-01-07,03-01-02-02-02-01-07,03-01-02-02-02-01-07,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-01-07.wav,7,train,02,1,calm,02,02,01,1,calm,0.177642,0.212019,0.14017,0.109911,0.122878,0.083617,0.088984,0.06478,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-07.npy,96
01-02-02-02-01-08,03-01-02-02-02-01-08,03-01-02-02-02-01-08,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-01-08.wav,8,train,02,1,calm,02,02,01,1,calm,0.121302,0.258007,0.101475,0.125296,0.116358,0.097277,0.107589,0.072696,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-08.npy,96
01-02-02-02-01-09,03-01-02-02-02-01-09,03-01-02-02-02-01-09,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-01-09.wav,9,train,02,1,calm,02,02,01,1,calm,0.126674,0.263309,0.114567,0.085121,0.131772,0.108367,0.095811,0.074377,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-09.npy,96
01-02-02-02-01-10,03-01-02-02-02-01-10,03-01-02-02-02-01-10,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-01-10.wav,10,train,02,1,calm,02,02,01,1,calm,0.14195,0.245461,0.117305,0.078769,0.14067,0.078926,0.092994,0.103925,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-10.npy,96
01-02-02-02-01-11,03-01-02-02-02-01-11,03-01-02-02-02-01-11,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-01-11.wav,11,train,02,1,calm,02,02,01,1,calm,0.115378,0.269901,0.134668,0.092364,0.098712,0.102195,0.095396,0.091386,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-11.npy,96
01-02-02-02-01-12,03-01-02-02-02-01-12,03-01-02-02-02-01-12,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-02-01-12.wav,12,train,02,1,calm,02,02,01,1,calm,0.119792,0.260272,0.12487,0.112595,0.080567,0.101592,0.100639,0.099674,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-12.npy,96
01-02-02-02-01-13,03-01-02-02-02-01-13,03-01-02-02-02-01-13,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-01-13.wav,13,train,02,1,calm,02,02,01,1,calm,0.144585,0.25167,0.125119,0.09466,0.122951,0.078396,0.079861,0.102757,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-13.npy,96
01-02-02-02-01-14,03-01-02-02-02-01-14,03-01-02-02-02-01-14,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-02-01-14.wav,14,train,02,1,calm,02,02,01,1,calm,0.14574,0.253676,0.118747,0.09466,0.101839,0.081004,0.107033,0.097302,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-14.npy,96
01-02-02-02-01-15,03-01-02-02-02-01-15,03-01-02-02-02-01-15,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-02-01-15.wav,15,train,02,1,calm,02,02,01,1,calm,0.154197,0.234879,0.0843,0.11091,0.11101,0.067868,0.125692,0.111145,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-15.npy,96
01-02-02-02-01-16,03-01-02-02-02-01-16,03-01-02-02-02-01-16,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-01-16.wav,16,train,02,1,calm,02,02,01,1,calm,0.126103,0.261545,0.132913,0.09264,0.086799,0.109662,0.092978,0.09736,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-01-16.npy,96
01-02-02-02-02-01,03-01-02-02-02-02-01,03-01-02-02-02-02-01,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,1,train,02,1,calm,02,02,02,1,calm,0.105856,0.228466,0.153345,0.103324,0.115137,0.093187,0.129651,0.071033,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-01.npy,96
01-02-02-02-02-02,03-01-02-02-02-02-02,03-01-02-02-02-02-02,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,2,train,02,1,calm,02,02,02,1,calm,0.120675,0.256759,0.101567,0.091811,0.089206,0.130829,0.111998,0.097153,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-02.npy,96
01-02-02-02-02-03,03-01-02-02-02-02-03,03-01-02-02-02-02-03,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-02-02-02-03.wav,3,train,02,1,calm,02,02,02,1,calm,0.107023,0.257075,0.130537,0.111382,0.089283,0.092963,0.098567,0.11317,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-03.npy,96
01-02-02-02-02-04,03-01-02-02-02-02-04,03-01-02-02-02-02-04,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-02-02-04.wav,4,train,02,1,calm,02,02,02,1,calm,0.11417,0.256361,0.126676,0.123604,0.109989,0.081302,0.109169,0.078728,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-04.npy,96
01-02-02-02-02-05,03-01-02-02-02-02-05,03-01-02-02-02-02-05,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-02-05.wav,5,train,02,1,calm,02,02,02,1,calm,0.128617,0.276493,0.101195,0.113362,0.100019,0.096594,0.095073,0.088649,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-05.npy,96
01-02-02-02-02-06,03-01-02-02-02-02-06,03-01-02-02-02-02-06,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-02-06.wav,6,train,02,1,calm,02,02,02,1,calm,0.12215,0.252244,0.135431,0.108701,0.096696,0.110636,0.106267,0.067876,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-06.npy,96
01-02-02-02-02-07,03-01-02-02-02-02-07,03-01-02-02-02-02-07,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-02-07.wav,7,train,02,1,calm,02,02,02,1,calm,0.123115,0.266079,0.112838,0.129686,0.105587,0.102298,0.084798,0.0756,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-07.npy,96
01-02-02-02-02-08,03-01-02-02-02-02-08,03-01-02-02-02-02-08,data/raw/ravdess/audio_speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-02-08.wav,8,train,02,1,calm,02,02,02,1,calm,0.09551,0.254719,0.104469,0.12754,0.10095,0.114043,0.113638,0.08913,/home/tonyhe/ravdess_avfusion/external/audio_ser_speechbrain/speechbrain-develop-main/outputs/embeddings_ECAPA/train/03-01-02-02-02-02-08.npy,96
